ID,center_x,center_y,jinkou
709,1453.5,1290.5,113
710,1453.0,1290.0,75
711,1453.5,1290.0,8
712,1454.0,1290.5,4
713,1455.0,1290.5,7
714,1455.5,1290.0,46
715,1456.0,1290.5,19
716,1456.5,1290.5,13
717,1456.0,1290.0,55
718,1456.5,1290.0,40
719,1457.5,1290.5,7
720,1457.0,1290.0,26
721,1457.5,1290.0,26
722,1458.0,1290.5,28
723,1458.5,1290.5,83
724,1458.0,1290.0,106
725,1458.5,1290.0,26
726,1459.0,1290.5,38
727,1459.5,1290.5,111
728,1459.5,1290.0,43
729,1460.5,1299.5,16
730,1460.0,1299.0,16
731,1460.5,1299.0,16
732,1461.0,1299.5,64
733,1461.5,1299.5,60
734,1461.0,1299.0,51
735,1461.5,1299.0,13
736,1462.0,1299.5,15
737,1463.5,1299.0,54
738,1464.0,1299.5,180
739,1464.5,1299.5,31
740,1464.0,1299.0,85
741,1464.5,1299.0,29
742,1465.5,1299.5,9
743,1466.0,1299.5,118
744,1466.5,1299.5,177
745,1467.0,1299.5,3
746,1467.0,1299.0,14
747,1467.5,1299.0,1
748,1460.0,1298.5,8
749,1460.5,1298.5,14
750,1460.5,1298.0,34
751,1461.0,1298.5,11
752,1461.0,1298.0,20
753,1462.0,1298.0,18
754,1463.5,1298.5,44
755,1463.0,1298.0,9
756,1463.5,1298.0,89
757,1464.0,1298.5,60
758,1464.0,1298.0,2
759,1466.0,1298.0,22
760,1466.5,1298.0,41
761,1467.0,1298.5,14
762,1467.5,1298.5,151
763,1467.0,1298.0,263
764,1467.5,1298.0,393
765,1468.0,1298.0,121
766,1468.5,1298.0,42
767,1469.0,1298.0,546
768,1469.5,1298.0,29
769,1460.5,1297.5,70
770,1460.5,1297.0,30
771,1461.0,1297.5,21
772,1461.5,1297.5,46
773,1461.0,1297.0,30
774,1461.5,1297.0,43
775,1462.0,1297.5,51
776,1462.5,1297.5,20
777,1462.0,1297.0,39
778,1463.0,1297.5,94
779,1463.5,1297.5,62
780,1463.0,1297.0,86
781,1463.5,1297.0,49
782,1465.5,1297.0,11
783,1466.0,1297.5,37
784,1466.5,1297.5,101
785,1466.0,1297.0,16
786,1466.5,1297.0,70
787,1467.0,1297.5,225
788,1467.5,1297.5,133
789,1467.0,1297.0,177
790,1467.5,1297.0,149
791,1468.0,1297.5,671
792,1468.5,1297.5,539
793,1468.0,1297.0,289
794,1468.5,1297.0,656
795,1469.0,1297.5,688
796,1469.0,1297.0,127
797,1461.0,1296.5,25
798,1461.5,1296.5,15
799,1461.5,1296.0,68
800,1462.0,1296.5,43
801,1462.5,1296.5,42
802,1462.0,1296.0,50
803,1462.5,1296.0,77
804,1463.0,1296.5,85
805,1463.5,1296.5,13
806,1463.0,1296.0,222
807,1463.5,1296.0,15
808,1465.5,1296.5,51
809,1465.5,1296.0,25
810,1466.0,1296.5,25
811,1466.0,1296.0,91
812,1467.0,1296.5,153
813,1467.5,1296.5,49
814,1467.0,1296.0,39
815,1467.5,1296.0,12
816,1468.0,1296.5,103
817,1468.5,1296.5,503
818,1468.0,1296.0,1
819,1468.5,1296.0,182
820,1469.0,1296.5,69
821,1469.5,1296.0,6
822,1461.0,1295.5,1
823,1461.5,1295.5,64
824,1461.0,1295.0,39
825,1461.5,1295.0,253
826,1462.0,1295.5,71
827,1462.5,1295.5,8
828,1462.0,1295.0,46
829,1462.5,1295.0,47
830,1463.0,1295.5,21
831,1463.5,1295.5,1
832,1464.0,1295.0,1
833,1465.5,1295.0,7
