ID,center_x,center_y,jinkou
949,1393.0,1275.0,109
950,1393.5,1275.0,579
951,1394.0,1275.5,504
952,1394.5,1275.5,1964
953,1394.0,1275.0,1208
954,1394.5,1275.0,2425
955,1395.0,1275.5,3082
956,1395.5,1275.5,2741
957,1395.0,1275.0,2163
958,1395.5,1275.0,3794
959,1396.0,1275.5,1316
960,1396.5,1275.5,496
961,1396.0,1275.0,1313
962,1396.5,1275.0,362
963,1397.0,1275.5,3231
964,1397.5,1275.5,2343
965,1397.0,1275.0,364
966,1397.5,1275.0,300
967,1398.0,1275.5,1760
968,1398.5,1275.5,993
969,1398.0,1275.0,185
